SHIPPING_MODE,SHIPPING_PRICE,WARRANTIES_FLG,CARD_PAYMENT,COUPON_PAYMENT,PRICECLUB_STATUS,BUYER_BIRTHDAY_DATE,PURCHASE_COUNT,SELLER_SCORE_COUNT,SELLER_COUNTRY,PRODUCT_FAMILY,ITEM_PRICE,CLAIM_TYPE
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,5<20,1000<10000,CHINA,ELECTRONICS,10<20,non
NORMAL,1<5,non,1,0,SILVER,1972,100<500,10000<100000,UNITED KINGDOM,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1981,50<100,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1972,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1972,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1948,100<500,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1994,5<20,10000<100000,"FRANCE, METROPOLITAN",HIFI,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1961,100<500,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1965,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1997,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,PLATINUM,1968,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1997,5<20,10000<100000,HONG KONG,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1990,5<20,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,0,0,GOLD,1990,100<500,10000<100000,ANDORRA,MUSIC,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1973,5<20,10000<100000,"FRANCE, METROPOLITAN",BABY,10<20,non
NORMAL,Inconnu,non,1,0,PLATINUM,1982,5<20,1000<10000,UNITED KINGDOM,CLOTHING,10<20,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,100<1000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1997,<5,1000<10000,UNITED KINGDOM,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,10000<100000,HONG KONG,GAMES,20<50,oui
NORMAL,Inconnu,non,1,0,REGULAR,1966,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,10<20,oui
SUIVI,Inconnu,non,1,0,REGULAR,1991,<5,10000<100000,ANDORRA,VIDEO,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1979,<5,10000<100000,HONG KONG,ELECTRONICS,20<50,non
SUIVI,5<10,non,0,0,REGULAR,1975,5<20,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,Inconnu,non,0,0,GOLD,1968,50<100,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,<1,non,1,0,PLATINUM,1980,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1951,5<20,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,100<1000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1993,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,non
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1988,50<100,<100,"FRANCE, METROPOLITAN",CLOTHING,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1982,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1983,<5,100000<1000000,"FRANCE, METROPOLITAN",WHITE,100<500,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1954,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
MONDIAL_RELAY,<1,non,1,0,REGULAR,1963,50<100,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,5<20,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1967,20<50,1000<10000,ITALY,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1978,20<50,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,oui
NORMAL,1<5,non,1,1,PLATINUM,1989,50<100,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,1,REGULAR,1967,5<20,1000<10000,CHINA,ELECTRONICS,20<50,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1996,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1944,<5,1000<10000,UNITED KINGDOM,WHITE,100<500,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1955,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1952,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1966,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,1<5,non,1,0,SILVER,1972,50<100,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1957,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1974,<5,1000<10000,"FRANCE, METROPOLITAN",MUSIC,20<50,non
NORMAL,<1,non,1,0,PLATINUM,1974,100<500,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1980,5<20,1000<10000,"FRANCE, METROPOLITAN",HIFI,20<50,oui
SO_POINT_RELAIS,5<10,non,1,0,UNSUBSCRIBED,1959,5<20,100<1000,"FRANCE, METROPOLITAN",SPORT,20<50,oui
NORMAL,<1,non,0,0,PLATINUM,1985,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1957,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,<5,1000<10000,"FRANCE, METROPOLITAN",HIFI,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1976,20<50,100000<1000000,GERMANY,VIDEO,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1974,5<20,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,non
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1973,20<50,100<1000,"FRANCE, METROPOLITAN",WHITE,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1977,<5,100<1000,CHINA,SPORT,<10,oui
NORMAL,Inconnu,non,1,0,SILVER,1993,50<100,100000<1000000,GERMANY,VIDEO,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1991,50<100,<100,CHINA,CLOTHING,10<20,non
MONDIAL_RELAY_PREPAYE,<1,non,1,0,UNSUBSCRIBED,1983,5<20,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,5<20,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1988,<5,10000<100000,"FRANCE, METROPOLITAN",WHITE,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1974,<5,100<1000,HONG KONG,ELECTRONICS,100<500,oui
CHRONOPOST,Inconnu,non,1,0,UNSUBSCRIBED,1997,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
MONDIAL_RELAY,<1,oui,1,0,UNSUBSCRIBED,1967,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1980,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1969,100<500,100<1000,"FRANCE, METROPOLITAN",MUSIC,20<50,non
NORMAL,1<5,non,1,0,GOLD,1960,100<500,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1959,20<50,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1964,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1996,50<100,10000<100000,CHINA,ELECTRONICS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1943,100<500,1000<10000,"FRANCE, METROPOLITAN",VIDEO,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,1000<10000,HONG KONG,ELECTRONICS,10<20,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1961,<5,1000<10000,UNITED KINGDOM,ELECTRONICS,100<500,oui
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1979,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1978,5<20,1000<10000,UNITED KINGDOM,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1985,100<500,1000<10000,CHINA,WHITE,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1961,20<50,100000<1000000,GERMANY,BOOKS,<10,non
SUIVI,1<5,non,0,0,GOLD,1970,100<500,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1984,20<50,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,non
NORMAL,Inconnu,non,1,0,GOLD,1958,100<500,10000<100000,UNITED STATES,MUSIC,10<20,non
SUIVI,Inconnu,non,1,0,SILVER,1963,5<20,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,non
SUIVI,1<5,non,0,0,UNSUBSCRIBED,1984,20<50,100<1000,"FRANCE, METROPOLITAN",SPORT,10<20,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1967,<5,1000<10000,ITALY,ELECTRONICS,100<500,oui
SUIVI,Inconnu,non,1,1,PLATINUM,1972,5<20,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,100000<1000000,"FRANCE, METROPOLITAN",GAMES,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1998,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,GOLD,1978,100<500,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,<10,oui
RECOMMANDE,Inconnu,non,1,1,PLATINUM,1990,20<50,10000<100000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,REGULAR,1997,<5,100<1000,CHINA,CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1969,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,1,REGULAR,1980,<5,10000<100000,ANDORRA,GAMES,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1963,50<100,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
SO_POINT_RELAIS,5<10,non,1,0,UNSUBSCRIBED,1995,<5,10000<100000,"FRANCE, METROPOLITAN",VIDEO,50<100,non
NORMAL,Inconnu,non,1,0,REGULAR,1985,<5,100<1000,CHINA,HIFI,10<20,non
NORMAL,Inconnu,non,1,0,REGULAR,1967,20<50,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1989,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,5<20,1000<10000,CHINA,CLOTHING,<10,oui
SUIVI,Inconnu,non,1,0,PLATINUM,1982,50<100,10000<100000,ANDORRA,HIFI,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1966,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,>20,non,1,0,UNSUBSCRIBED,1958,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1960,>500,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,0,0,GOLD,1951,100<500,100000<1000000,GERMANY,BOOKS,20<50,oui
SUIVI,Inconnu,non,1,0,PLATINUM,1962,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1978,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1977,20<50,100000<1000000,GERMANY,MUSIC,<10,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1983,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,5<20,100<1000,"FRANCE, METROPOLITAN",COMPUTER,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1966,>500,100000<1000000,GERMANY,VIDEO,10<20,non
NORMAL,Inconnu,non,0,0,PLATINUM,1994,5<20,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1982,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1972,<5,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1978,100<500,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1970,100<500,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1994,<5,10000<100000,"FRANCE, METROPOLITAN",HIFI,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1968,100<500,1000<10000,"FRANCE, METROPOLITAN",HIFI,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1966,<5,100<1000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1982,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1995,50<100,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
RECOMMANDE,5<10,non,1,0,PLATINUM,1992,20<50,100000<1000000,GERMANY,VIDEO,10<20,oui
NORMAL,1<5,non,0,0,PLATINUM,1985,5<20,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,1<5,non,0,0,UNSUBSCRIBED,1958,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,SILVER,1976,100<500,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1981,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,0,0,SILVER,1995,50<100,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1973,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,1,PLATINUM,1962,>500,100<1000,"FRANCE, METROPOLITAN",HIFI,20<50,non
NORMAL,Inconnu,non,0,0,REGULAR,1971,20<50,10000<100000,HONG KONG,ELECTRONICS,10<20,oui
NORMAL,1<5,non,0,0,PLATINUM,1978,100<500,10000<100000,SWITZERLAND,VIDEO,<10,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1956,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,100000<1000000,GERMANY,GAMES,<10,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1972,<5,<100,"FRANCE, METROPOLITAN",ELECTRONICS,100<500,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,100<1000,CHINA,ELECTRONICS,100<500,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1955,20<50,1000<10000,ITALY,CLOTHING,20<50,oui
SUIVI,Inconnu,oui,1,0,UNSUBSCRIBED,1971,<5,100000<1000000,"FRANCE, METROPOLITAN",SPORT,20<50,oui
NORMAL,1<5,non,1,0,PLATINUM,1983,100<500,10000<100000,SWITZERLAND,MUSIC,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1948,5<20,1000<10000,"FRANCE, METROPOLITAN",WINE,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1991,<5,10000<100000,HONG KONG,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1976,<5,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
MONDIAL_RELAY,<1,non,1,0,GOLD,1984,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,0,0,SILVER,1963,20<50,1000<10000,CHINA,ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1981,<5,1000<10000,UNITED KINGDOM,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,0,0,REGULAR,1996,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1973,50<100,1000<10000,HONG KONG,WHITE,50<100,non
RECOMMANDE,Inconnu,non,1,1,UNSUBSCRIBED,1991,<5,1000<10000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,GOLD,1979,50<100,100000<1000000,SWITZERLAND,MUSIC,10<20,oui
NORMAL,Inconnu,non,1,0,GOLD,1977,5<20,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1986,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1985,5<20,100<1000,CHINA,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,<100,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1966,20<50,100000<1000000,GERMANY,MUSIC,<10,non
MONDIAL_RELAY,Inconnu,non,1,0,GOLD,1972,20<50,10000<100000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1959,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1956,100<500,10000<100000,HONG KONG,WHITE,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1981,100<500,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1949,100<500,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1973,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1975,>500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,0,0,SILVER,1980,5<20,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,1,PLATINUM,1974,50<100,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1997,<5,10000<100000,HONG KONG,ELECTRONICS,20<50,oui
NORMAL,Inconnu,non,0,0,GOLD,1989,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,1,GOLD,1978,20<50,10000<100000,"FRANCE, METROPOLITAN",WHITE,100<500,non
NORMAL,Inconnu,non,0,0,PLATINUM,1961,20<50,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
RECOMMANDE,<1,non,1,0,UNSUBSCRIBED,1971,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
RECOMMANDE,1<5,non,1,0,PLATINUM,1965,100<500,10000<100000,SWITZERLAND,MUSIC,<10,non
RECOMMANDE,5<10,oui,1,0,UNSUBSCRIBED,1961,<5,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,10<20,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,1000<10000,HONG KONG,HIFI,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,5<20,100<1000,"FRANCE, METROPOLITAN",SPORT,20<50,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1987,<5,1000<10000,HONG KONG,HIFI,500<1000,oui
MONDIAL_RELAY,1<5,non,1,0,UNSUBSCRIBED,1980,50<100,10000<100000,"FRANCE, METROPOLITAN",BABY,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1999,<5,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,<1,non,0,0,PLATINUM,1957,>500,10000<100000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,1<5,oui,1,0,UNSUBSCRIBED,1998,<5,100<1000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,1<5,non,0,0,PLATINUM,1942,100<500,100<1000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1988,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1969,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1976,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1998,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,1,PLATINUM,1984,100<500,100000<1000000,"FRANCE, METROPOLITAN",GAMES,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1965,>500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,10000<100000,HONG KONG,ELECTRONICS,10<20,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,2001,<5,100<1000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1960,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,5<20,1000<10000,CHINA,ELECTRONICS,20<50,oui
RECOMMANDE,<1,non,1,0,REGULAR,1969,20<50,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1998,<5,100<1000,CHINA,ELECTRONICS,20<50,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1961,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,100<500,oui
NORMAL,10<20,non,1,0,GOLD,1997,5<20,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1990,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,<10,oui
RECOMMANDE,>20,non,1,0,UNSUBSCRIBED,1973,<5,<100,ITALY,WHITE,100<500,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1976,20<50,10000<100000,ANDORRA,VIDEO,20<50,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1931,<5,10000<100000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,20<50,non
NORMAL,Inconnu,non,0,0,REGULAR,1960,20<50,100000<1000000,GERMANY,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
MONDIAL_RELAY_PREPAYE,<1,non,1,0,PLATINUM,1975,>500,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1954,100<500,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1977,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1967,50<100,10000<100000,UNITED STATES,ELECTRONICS,<10,non
MONDIAL_RELAY,<1,non,1,0,PLATINUM,1962,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,1<5,non,1,0,PLATINUM,1967,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,PLATINUM,1967,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,GOLD,1989,5<20,1000<10000,UNITED KINGDOM,CLOTHING,10<20,oui
RECOMMANDE,Inconnu,non,1,1,REGULAR,1992,<5,10000<100000,SPAIN,VIDEO,20<50,non
